query,ground_truth,prediction,chunk_size,overlap,top_k,reranking,prompt_type,f1,em,faithfulness,citation_acc,context_recall,context_precision,latency,not_found
What team was the NFC champion?,Carolina Panthers,Not found. None of the provided sources identify the NFC champion in Super Bowl 50.,128,0,5,cross,strict,0.0,0,1,0.0,1,1.0,0.4999845027923584,1
Who won Super Bowl 50?,Denver Broncos,The winner of Super Bowl 50 is Denver Broncos.,128,0,5,cross,strict,0.1818181818181818,0,1,0.0,1,1.0,0.47220373153686523,0
Super Bowl 50 determined the NFL champion for what season?,2015,Not found,128,0,5,cross,strict,0.0,0,0,0.0,1,1.0,0.42035460472106934,1
Which team won Super Bowl 50.,Denver Broncos,"Not found. The answer is not supported by any information in the provided context, and all sources provide the same information about Super Bowl 50 being won by Denver Broncos. However, no source provides the name of the winning team's coach or quarterback, which would be necessary to give a fully supported answer.",128,0,5,cross,strict,0.03636363636363636,0,1,0.0,1,1.0,0.8046145439147949,1
Where was Super Bowl 50 held?,"Santa Clara, California.",Not found,128,0,5,cross,strict,0.0,0,0,0.0,1,1.0,0.398958683013916,1
The name of the NFL championship game is?,Super Bowl,Not found.,128,0,5,cross,strict,0.0,0,1,0.0,1,1.0,0.4185645580291748,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,"Not found. None of the provided text sources mention a specific 2015 NFL team that won the AFC playoff specifically, but mentions that the Denver Broncos defeated Carolina Panthers in Super Bowl 50.",128,0,5,cross,strict,0.1142857142857143,0,1,0.0,1,1.0,0.6411287784576416,1
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,"[1], [2], [3], [4], and [5] all state that the AFC champion Denver Broncos represented the American Football Conference (AFC) at Super Bowl 50.",128,0,5,cross,citation,0.15384615384615385,0,0,1.0,1,1.0,0.64461350440979,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"The NFC team that represented the NFC at Super Bowl 50 is not explicitly stated in the provided context. None of the citations [1] to [5] mention which NFL team from the NFC participated in Super Bowl 50, only stating that Denver Broncos defeated Carolina Panthers from the NFC.",128,0,5,cross,citation,0.07843137254901959,0,0,1.0,1,1.0,0.7523379325866699,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"There is no mention of a specific color being used to emphasize the 50th anniversary of the Super Bowl in any of the provided context. The texts only discuss the game's details, the league's initiatives, and the temporary suspension of the Roman numeral naming tradition, but do not mention a particular color. Therefore, Not found.",128,0,5,cross,citation,0.0,0,1,0.0,1,1.0,0.8050038814544678,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The provided context does not mention a specific theme for Super Bowl 50, only its title, participants, and significance as the 50th edition of the game.",128,0,5,cross,citation,0.0,0,0,0.0,1,1.0,0.6135993003845215,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. None of the provided sources [1], [2], [3], [4], or [5] explicitly state the theme of Super Bowl 50. However, it is mentioned in [1], [2], [3], [4], and [5] that the game was part of the NFL's 50th anniversary celebration and had various gold-themed initiatives, but these sources do not mention a specific theme for the game itself.",128,0,5,cross,citation,0.0,0,1,1.0,1,1.0,0.9544544219970703,1
What does AFC stand for?,American Football Conference,"The text only mentions that the AFC champion Denver Broncos defeated the NFC champion Carolina Panthers, but it does not explicitly state what AFC stands for. Therefore, I must say:

Not found",128,0,5,cross,citation,0.0,0,1,0.0,1,1.0,0.628371000289917,1
Who won Super Bowl 50?,Denver Broncos,"The winner of Super Bowl 50 is the Denver Broncos. According to [1], [2], [3], and [4], they defeated the Carolina Panthers with a score of 24-10, earning their third Super Bowl title.",128,0,5,cross,citation,0.05714285714285715,0,1,1.0,1,1.0,0.7065422534942627,0
What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California [1], [2], [3], [4], and [5]",128,0,5,cross,citation,0.1818181818181818,0,1,1.0,1,1.0,0.5373179912567139,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found.,128,0,5,cross,citation,0.0,0,1,0.0,1,1.0,0.4338231086730957,1
Super Bowl 50 decided the NFL champion for what season?,2015,"According to [1], [2], [3], [4], and [5], Super Bowl 50 decided the NFL champion for the 2015 season.",128,0,5,cross,citation,0.1,0,0,1.0,1,1.0,0.5984687805175781,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The provided context only mentions that the Denver Broncos secured their third Super Bowl title, but does not specify the year in which this occurred.",128,0,5,cross,citation,0.0,0,1,0.0,1,1.0,0.5828430652618408,1
What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California [1], [2], [3], [4], and [5].",128,0,5,cross,citation,0.1818181818181818,0,0,1.0,1,1.0,0.5218777656555176,0
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was not provided in the given context. However, it can be inferred from statements [1], [2], [3], [4], and [5] that Denver Broncos defeated Carolina Panthers with a score of 24-10.",128,0,5,cross,citation,0.0,0,1,1.0,1,1.0,0.8333244323730469,0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","The month is February [1], [2], [3], [4], and [5]. The day is 7 [1], [2], [3], [4], and [5]. The year is 2016 [1], [2], [3], [4], and [5].",128,0,5,cross,citation,0.1212121212121212,0,1,1.0,1,1.0,0.8866755962371826,0
What year was Super Bowl 50?,2015,"The year was 2016 [1], [2], [3], [4], and [5].",128,0,5,cross,citation,0.0,0,0,1.0,1,1.0,0.6367244720458984,0
What team was the AFC champion?,Denver Broncos,"Not found. There is no direct statement in the provided context that explicitly mentions the team that won the AFC championship. However, it can be inferred that the Denver Broncos were the AFC champion since they defeated the Carolina Panthers (NFC champion) to win Super Bowl 50 [1], [2], [3], [4], and [5].",128,0,5,cross,citation,0.07272727272727272,0,0,1.0,1,1.0,0.8992369174957275,1
What team was the NFC champion?,Carolina Panthers,"[1], [2], [3], [4], and [5] all state that the Denver Broncos defeated the Carolina Panthers, making them the NFC champions.",128,0,5,cross,citation,0.08695652173913042,0,0,1.0,1,1.0,0.6260147094726562,0
Who won Super Bowl 50?,Denver Broncos,"The winner of Super Bowl 50 is the Denver Broncos, as they defeated the Carolina Panthers 24-10. [1], [2], [3], [4], and [5] all confirm this information.",128,0,5,cross,citation,0.06896551724137931,0,1,1.0,1,1.0,0.6884264945983887,0
Super Bowl 50 determined the NFL champion for what season?,2015,"The NFL champion for the 2015 season was determined by Super Bowl 50. [1], [2], [3], [4], and [5] all confirm this information.",128,0,5,cross,citation,0.08333333333333333,0,1,1.0,1,1.0,0.6493740081787109,0
Which team won Super Bowl 50.,Denver Broncos,"[1] According to [1], [2], [3], and [4], [5], the Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers 24–10.",128,0,5,cross,citation,0.16666666666666669,0,1,1.0,1,1.0,0.6567723751068115,0
The name of the NFL championship game is?,Super Bowl,"The name of the NFL championship game is not explicitly stated, but it can be inferred to be a ""Super Bowl"" game. However, the specific name of the Super Bowl from the given context is [1], which states that Super Bowl 50 was the game.

[2-5] are identical to [1], so they also support the conclusion that the name of the NFL championship game is indeed ""Super Bowl"".

In general, all Super Bowls are referred to as the NFL Championship Game or simply the NFL Football Game.",128,0,5,cross,citation,0.0449438202247191,0,1,1.0,1,1.0,1.0805950164794922,0
What 2015 NFL team one the AFC playoff?,Denver Broncos,"[1] Not found. The provided text does not mention any other NFL teams winning the AFC playoff in 2015, apart from the Denver Broncos and Carolina Panthers, both of which are mentioned as participating in Super Bowl 50.",128,0,5,cross,citation,0.1,0,0,1.0,1,1.0,0.6931297779083252,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Gold.,128,0,10,off,baseline,0.0,0,1,0.0,1,1.0,0.3624255657196045,0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was a ""golden anniversary"", emphasizing the league's 50th championship.",128,0,10,off,baseline,0.11764705882352941,0,0,0.0,1,1.0,0.4840881824493408,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"The answer to your question is not explicitly stated in the context. However, based on the information provided, we can infer that if Roman numerals were used, Super Bowl 50 would have been called ""Super Bowl L"". The text states that the league temporarily suspended the tradition of naming each Super Bowl game with Roman numerals for this specific instance to prominently feature the Arabic numeral 50 in the logo.",128,0,10,off,baseline,0.0547945205479452,0,1,0.0,1,1.0,0.863823413848877,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The answer is not explicitly stated in the provided context, but based on the information given, it can be inferred that Super Bowl 50 was played in 2016. However, since you are asking for the year when the Denver Broncos secured a third Super Bowl title and the game took place in 2016, we have to look at the year of the season.

The context states ""for the 2015 season"". Therefore, it must be that Super Bowl 50 was played in 2016 as part of the 2015 NFL season.",128,0,10,off,baseline,0.02222222222222222,0,1,0.0,1,1.0,1.0468876361846924,0
What was the final score of Super Bowl 50? ,24–10,24-10.,128,0,10,off,baseline,0.0,0,1,0.0,1,1.0,0.3715813159942627,0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016",The month is February. The day is 7th. The year is 2016.,128,0,10,off,baseline,0.0,0,1,0.0,1,1.0,0.4656341075897217,0
What year was Super Bowl 50?,2015,The year was 2016.,128,0,10,off,baseline,0.0,0,0,0.0,1,1.0,0.39728665351867676,0
The name of the NFL championship game is?,Super Bowl,"There is no answer provided in the context. The text only provides information about Super Bowl 50, but does not mention the name of any other NFL championship game.",128,0,10,off,baseline,0.12903225806451613,0,0,0.0,1,1.0,0.5550594329833984,0
What 2015 NFL team one the AFC playoff?,Denver Broncos,None. The text does not mention any other team winning the AFC playoff besides the Denver Broncos.,128,0,10,off,baseline,0.10526315789473684,0,1,0.0,1,1.0,0.47379112243652344,0
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,Not found,128,0,10,off,strict,0.0,0,0,0.0,1,1.0,0.36371850967407227,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,Not found,128,0,10,off,strict,0.0,0,0,0.0,1,1.0,0.3541595935821533,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found. The question does not provide any information about a specific color being used to emphasize the 50th anniversary of the Super Bowl.,128,0,10,off,strict,0.0,0,0,0.0,1,1.0,0.5169525146484375,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. None of the provided sources mention a theme for Super Bowl 50. They all describe the game, teams, and other details, but not a specific theme.",128,0,10,off,strict,0.0,0,1,0.0,1,1.0,0.64357590675354,1
What day was the game played on?,"February 7, 2016",Not found.,128,0,10,off,strict,0.0,0,0,0.0,1,1.0,0.3646354675292969,1
What is the AFC short for?,American Football Conference,"AFC stands for American Football Conference. 

This answer is fully supported by all five provided texts, which consistently use the acronym AFC to refer to the conference.",128,0,10,off,strict,0.13333333333333333,0,1,0.0,1,1.0,0.556190013885498,0
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found,128,0,10,off,strict,0.0,0,1,0.0,1,1.0,0.3566009998321533,1
What day was the Super Bowl played on?,"February 7, 2016",Not found,128,0,10,off,strict,0.0,0,0,0.0,1,1.0,0.36490345001220703,1
Who won Super Bowl 50?,Denver Broncos,"Not found. The answer is not supported by any consistent source, and multiple sources provide different information about the winner of Super Bowl 50.",128,0,10,off,strict,0.0,0,0,0.0,1,1.0,0.5252285003662109,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found,128,0,10,off,strict,0.0,0,0,0.0,1,1.0,0.36279940605163574,1
Super Bowl 50 decided the NFL champion for what season?,2015,"The season for which Super Bowl 50 decided the NFL champion is fully supported by all sources. The answer is:

2015 season.",128,0,10,off,strict,0.08695652173913045,0,1,0.0,1,1.0,0.5229780673980713,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,Not found,128,0,10,off,strict,0.0,0,0,0.0,1,1.0,0.365145206451416,1
What city did Super Bowl 50 take place in?,Santa Clara,"Not found. The provided texts do not mention a specific city where Super Bowl 50 took place, but they all mention Levi's Stadium in Santa Clara, California, as the location.",128,0,10,off,strict,0.0625,0,1,0.0,1,1.0,0.57895827293396,1
